dataset,seed,round,mode,batch_size,candidate_count,candidate_target_count,candidate_target_prevalence,proposed_target_count,binomial_tail_p,alpha,would_flag,is_control,is_targeted
gfp_b37,2,0,targeted_swap,100,45520,240,0.005272407732864675,1,0.41059138505225135,0.001,False,False,True
gfp_b37,2,0,targeted_swap,100,45520,240,0.005272407732864675,1,0.41059138505225135,0.0001,False,False,True
gfp_b37,2,1,targeted_swap,100,45420,239,0.005261999119330691,81,3.1038935490705207e-165,0.05,True,False,True
gfp_b37,2,1,targeted_swap,100,45420,239,0.005261999119330691,81,3.1038935490705207e-165,0.01,True,False,True
gfp_b37,2,1,targeted_swap,100,45420,239,0.005261999119330691,81,3.1038935490705207e-165,0.001,True,False,True
gfp_b37,2,1,targeted_swap,100,45420,239,0.005261999119330691,81,3.1038935490705207e-165,0.0001,True,False,True
gfp_b37,2,2,targeted_swap,100,45320,239,0.0052736098852603705,96,8.06676212128611e-213,0.05,True,False,True
gfp_b37,2,2,targeted_swap,100,45320,239,0.0052736098852603705,96,8.06676212128611e-213,0.01,True,False,True
gfp_b37,2,2,targeted_swap,100,45320,239,0.0052736098852603705,96,8.06676212128611e-213,0.001,True,False,True
gfp_b37,2,2,targeted_swap,100,45320,239,0.0052736098852603705,96,8.06676212128611e-213,0.0001,True,False,True
gfp_b37,2,3,targeted_swap,100,45220,239,0.005285272003538257,90,1.9570630383905976e-192,0.05,True,False,True
gfp_b37,2,3,targeted_swap,100,45220,239,0.005285272003538257,90,1.9570630383905976e-192,0.01,True,False,True
gfp_b37,2,3,targeted_swap,100,45220,239,0.005285272003538257,90,1.9570630383905976e-192,0.001,True,False,True
gfp_b37,2,3,targeted_swap,100,45220,239,0.005285272003538257,90,1.9570630383905976e-192,0.0001,True,False,True
gfp_b37,2,4,targeted_swap,100,45120,239,0.005296985815602837,100,2.528605028641349e-228,0.05,True,False,True
gfp_b37,2,4,targeted_swap,100,45120,239,0.005296985815602837,100,2.528605028641349e-228,0.01,True,False,True
gfp_b37,2,4,targeted_swap,100,45120,239,0.005296985815602837,100,2.528605028641349e-228,0.001,True,False,True
gfp_b37,2,4,targeted_swap,100,45120,239,0.005296985815602837,100,2.528605028641349e-228,0.0001,True,False,True
gfp_b37,3,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.05,False,True,False
gfp_b37,3,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.01,False,True,False
gfp_b37,3,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.001,False,True,False
gfp_b37,3,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.0001,False,True,False
gfp_b37,3,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.05,False,True,False
gfp_b37,3,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.01,False,True,False
gfp_b37,3,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.001,False,True,False
gfp_b37,3,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.0001,False,True,False
gfp_b37,3,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.05,False,True,False
gfp_b37,3,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.01,False,True,False
gfp_b37,3,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.001,False,True,False
gfp_b37,3,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.0001,False,True,False
gfp_b37,3,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.05,False,True,False
gfp_b37,3,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.01,False,True,False
gfp_b37,3,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.001,False,True,False
gfp_b37,3,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.0001,False,True,False
gfp_b37,3,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.05,False,True,False
gfp_b37,3,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.01,False,True,False
gfp_b37,3,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.001,False,True,False
gfp_b37,3,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.0001,False,True,False
gfp_b37,3,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.05,False,True,False
gfp_b37,3,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.01,False,True,False
gfp_b37,3,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.001,False,True,False
gfp_b37,3,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.0001,False,True,False
gfp_b37,3,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.05,False,True,False
gfp_b37,3,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.01,False,True,False
gfp_b37,3,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.001,False,True,False
gfp_b37,3,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.0001,False,True,False
gfp_b37,3,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.05,False,True,False
gfp_b37,3,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.01,False,True,False
gfp_b37,3,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.001,False,True,False
gfp_b37,3,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.0001,False,True,False
gfp_b37,3,3,random_swap,100,45220,240,0.005307386112339673,0,1.0,0.05,False,True,False
gfp_b37,3,3,random_swap,100,45220,240,0.005307386112339673,0,1.0,0.01,False,True,False
gfp_b37,3,3,random_swap,100,45220,240,0.005307386112339673,0,1.0,0.001,False,True,False
gfp_b37,3,3,random_swap,100,45220,240,0.005307386112339673,0,1.0,0.0001,False,True,False
gfp_b37,3,4,random_swap,100,45120,240,0.005319148936170213,0,1.0,0.05,False,True,False
gfp_b37,3,4,random_swap,100,45120,240,0.005319148936170213,0,1.0,0.01,False,True,False
gfp_b37,3,4,random_swap,100,45120,240,0.005319148936170213,0,1.0,0.001,False,True,False
gfp_b37,3,4,random_swap,100,45120,240,0.005319148936170213,0,1.0,0.0001,False,True,False
gfp_b37,3,0,targeted_swap,100,45520,240,0.005272407732864675,70,8.723008565615414e-135,0.05,True,False,True
gfp_b37,3,0,targeted_swap,100,45520,240,0.005272407732864675,70,8.723008565615414e-135,0.01,True,False,True
gfp_b37,3,0,targeted_swap,100,45520,240,0.005272407732864675,70,8.723008565615414e-135,0.001,True,False,True
gfp_b37,3,0,targeted_swap,100,45520,240,0.005272407732864675,70,8.723008565615414e-135,0.0001,True,False,True
gfp_b37,3,1,targeted_swap,100,45420,240,0.005284015852047556,84,6.631403823791732e-174,0.05,True,False,True
gfp_b37,3,1,targeted_swap,100,45420,240,0.005284015852047556,84,6.631403823791732e-174,0.01,True,False,True
gfp_b37,3,1,targeted_swap,100,45420,240,0.005284015852047556,84,6.631403823791732e-174,0.001,True,False,True
gfp_b37,3,1,targeted_swap,100,45420,240,0.005284015852047556,84,6.631403823791732e-174,0.0001,True,False,True
gfp_b37,3,2,targeted_swap,100,45320,240,0.00529567519858782,90,2.3357140780045706e-192,0.05,True,False,True
gfp_b37,3,2,targeted_swap,100,45320,240,0.00529567519858782,90,2.3357140780045706e-192,0.01,True,False,True
gfp_b37,3,2,targeted_swap,100,45320,240,0.00529567519858782,90,2.3357140780045706e-192,0.001,True,False,True
gfp_b37,3,2,targeted_swap,100,45320,240,0.00529567519858782,90,2.3357140780045706e-192,0.0001,True,False,True
gfp_b37,3,3,targeted_swap,100,45220,240,0.005307386112339673,91,1.6704459515299637e-195,0.05,True,False,True
gfp_b37,3,3,targeted_swap,100,45220,240,0.005307386112339673,91,1.6704459515299637e-195,0.01,True,False,True
gfp_b37,3,3,targeted_swap,100,45220,240,0.005307386112339673,91,1.6704459515299637e-195,0.001,True,False,True
gfp_b37,3,3,targeted_swap,100,45220,240,0.005307386112339673,91,1.6704459515299637e-195,0.0001,True,False,True
gfp_b37,3,4,targeted_swap,100,45120,240,0.005319148936170213,92,1.0687247327831744e-198,0.05,True,False,True
gfp_b37,3,4,targeted_swap,100,45120,240,0.005319148936170213,92,1.0687247327831744e-198,0.01,True,False,True
gfp_b37,3,4,targeted_swap,100,45120,240,0.005319148936170213,92,1.0687247327831744e-198,0.001,True,False,True
gfp_b37,3,4,targeted_swap,100,45120,240,0.005319148936170213,92,1.0687247327831744e-198,0.0001,True,False,True
gfp_b37,4,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.05,False,True,False
gfp_b37,4,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.01,False,True,False
gfp_b37,4,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.001,False,True,False
gfp_b37,4,0,clean,100,45520,240,0.005272407732864675,0,1.0,0.0001,False,True,False
gfp_b37,4,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.05,False,True,False
gfp_b37,4,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.01,False,True,False
gfp_b37,4,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.001,False,True,False
gfp_b37,4,1,clean,100,45420,240,0.005284015852047556,0,1.0,0.0001,False,True,False
gfp_b37,4,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.05,False,True,False
gfp_b37,4,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.01,False,True,False
gfp_b37,4,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.001,False,True,False
gfp_b37,4,2,clean,100,45320,240,0.00529567519858782,0,1.0,0.0001,False,True,False
gfp_b37,4,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.05,False,True,False
gfp_b37,4,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.01,False,True,False
gfp_b37,4,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.001,False,True,False
gfp_b37,4,3,clean,100,45220,240,0.005307386112339673,0,1.0,0.0001,False,True,False
gfp_b37,4,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.05,False,True,False
gfp_b37,4,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.01,False,True,False
gfp_b37,4,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.001,False,True,False
gfp_b37,4,4,clean,100,45120,240,0.005319148936170213,0,1.0,0.0001,False,True,False
gfp_b37,4,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.05,False,True,False
gfp_b37,4,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.01,False,True,False
gfp_b37,4,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.001,False,True,False
gfp_b37,4,0,random_swap,100,45520,240,0.005272407732864675,0,1.0,0.0001,False,True,False
gfp_b37,4,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.05,False,True,False
gfp_b37,4,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.01,False,True,False
gfp_b37,4,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.001,False,True,False
gfp_b37,4,1,random_swap,100,45420,240,0.005284015852047556,0,1.0,0.0001,False,True,False
gfp_b37,4,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.05,False,True,False
gfp_b37,4,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.01,False,True,False
gfp_b37,4,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.001,False,True,False
gfp_b37,4,2,random_swap,100,45320,240,0.00529567519858782,0,1.0,0.0001,False,True,False
