dataset,model,mode,seed,round,axis,selected_count,axis_selected_count,axis_selected_fraction,selected_true_mean,axis_true_mean,feedback_deficit,discordance_score,calibration,threshold_source,score_threshold,flagged
gfp,mlp,clean,1,1,pos=52,100,6,0.06,3.5779405791197787,3.628867126478333,-0.05092654735855451,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.047454673784390236,False
gfp,mlp,clean,1,1,pos=62,100,7,0.07,3.5779405791197787,3.801303701715714,-0.22336312259593516,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.047454673784390236,False
gfp,mlp,clean,1,1,pos=72,100,22,0.22,3.5779405791197787,3.71025091108479,-0.1323103319650114,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.04090783365208539,False
gfp,mlp,clean,1,1,pos=80,100,5,0.05,3.5779405791197787,3.6850711244979997,-0.10713054537822098,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.04344698456115302,False
gfp,mlp,clean,1,2,pos=105,100,9,0.09,3.714029709873908,3.8069269252988898,-0.09289721542498164,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=128,100,8,0.08,3.714029709873908,3.7745537510725002,-0.060524041198592116,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=133,100,5,0.05,3.714029709873908,3.7631834430800004,-0.04915373320609229,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=146,100,5,0.05,3.714029709873908,3.8188763639479992,-0.1048466540740911,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=151,100,5,0.05,3.714029709873908,3.738662296476,-0.024632586602091777,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=158,100,7,0.07,3.714029709873908,3.7374788227018363,-0.023449112827928165,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=163,100,21,0.21,3.714029709873908,3.7933526163221427,-0.07932290644823459,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.021094666038052472,False
gfp,mlp,clean,1,2,pos=171,100,40,0.4,3.714029709873908,3.7618693635126994,-0.04783965363879128,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=198,100,5,0.05,3.714029709873908,3.76016018946,-0.046130479586091955,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=203,100,6,0.06,3.714029709873908,3.726567801486667,-0.012538091612758873,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=214,100,7,0.07,3.714029709873908,3.7721995370028574,-0.05816982712894925,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=236,100,10,0.1,3.714029709873908,3.8121585375399993,-0.09812882766609121,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=39,100,8,0.08,3.714029709873908,3.73456234018875,-0.02053263031484187,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
gfp,mlp,clean,1,2,pos=5,100,8,0.08,3.714029709873908,3.719752895863125,-0.005723185989217061,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02,False
