dataset,run_dir,model,threshold,mode,seed,round,candidate_count,candidate_target_count,candidate_target_prevalence,batch_count,batch_target_count,batch_target_fraction,batch_concentration_ratio,would_quarantine,prevented_target_count,prevented_target_count_to_date,observed_final_target_count,residual_final_target_count_if_quarantined,is_target_mode
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,2,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,2,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,2,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,3,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,3,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,3,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,3,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,3,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,4,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,4,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,4,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,4,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,4,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,5,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,5,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,5,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,5,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,5,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,6,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,6,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,6,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,6,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,6,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,7,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,7,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,7,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,7,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,7,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,8,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,8,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,8,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,8,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,8,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,9,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,9,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,9,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,9,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,clean,9,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,0,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,0,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,0,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,0,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,0,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,1,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,1,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,1,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,1,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,1,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,2,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,2,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,2,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,2,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,2,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,3,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,3,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,3,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,3,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,3,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,4,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,4,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,4,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,4,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,4,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,5,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,5,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,5,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,5,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,5,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,6,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,6,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,6,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,6,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,6,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,7,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,7,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,7,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,7,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,7,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,8,0,2396,54,0.022537562604340568,50,1,0.02,0.8874074074074074,False,0,0,1,1,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,8,1,2346,53,0.022591645353793693,50,0,0.0,0.0,False,0,0,1,1,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,8,2,2296,53,0.023083623693379792,50,0,0.0,0.0,False,0,0,1,1,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,8,3,2246,53,0.023597506678539625,50,0,0.0,0.0,False,0,0,1,1,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,8,4,2196,53,0.02413479052823315,50,0,0.0,0.0,False,0,0,1,1,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,9,0,2396,54,0.022537562604340568,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,9,1,2346,54,0.023017902813299233,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,9,2,2296,54,0.023519163763066203,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,9,3,2246,54,0.02404274265360641,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,random_swap,9,4,2196,54,0.02459016393442623,50,0,0.0,0.0,False,0,0,0,0,False
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,0,0,2396,54,0.022537562604340568,50,41,0.82,36.3837037037037,True,41,41,42,1,True
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,0,1,2346,13,0.005541346973572037,50,0,0.0,0.0,False,0,41,42,1,True
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,0,2,2296,13,0.005662020905923345,50,0,0.0,0.0,False,0,41,42,1,True
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,0,3,2246,13,0.00578806767586821,50,0,0.0,0.0,False,0,41,42,1,True
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,0,4,2196,13,0.005919854280510018,50,1,0.02,3.3784615384615386,True,1,42,42,0,True
b18_materials_greedy_mlp,runs/20260529T113213Z_b18-materials-disttrigger-dim32-s001-25swap-bg1024-mlp-tabm-10seed-80ep,mlp,0.8874074074074074,targeted_swap,1,0,2396,54,0.022537562604340568,50,39,0.78,34.60888888888889,True,39,39,41,2,True
