dataset,model,mode,seed,scope,axis,selected_count,axis_selected_count,axis_selected_fraction,selected_true_mean,axis_true_mean,feedback_deficit,conflict_score,conflict_rank
BEAR B70,rf_ucb,random_swap,4,seed,PrinterNumber=2,200,11,0.055,22.2826160844,18.586683883181816,3.6959322012181843,0.20327627106700014,4
BEAR B70,rf_ucb,random_swap,4,seed,DecisionPolicy=7,200,19,0.095,22.2826160844,20.242158308684207,2.040457775715794,0.19384348869300042,5
BEAR B70,rf_ucb,random_swap,4,seed,PrinterNumber=4,200,28,0.14,22.2826160844,21.13830644482143,1.1443096395785695,0.16020334954099974,6
BEAR B70,rf_ucb,random_swap,4,seed,DecisionPolicy=8,200,181,0.905,22.2826160844,22.496807784613257,-0.21419170021325584,0.0,7
BEAR B70,rf_ucb,random_swap,4,seed,NozzleSize=0.75,200,189,0.945,22.2826160844,22.497723249550265,-0.21510716515026473,0.0,8
BEAR B70,rf_ucb,random_swap,4,seed,PrinterNozzle=0,200,189,0.945,22.2826160844,22.497723249550265,-0.21510716515026473,0.0,9
BEAR B70,rf_ucb,random_swap,4,seed,PrinterNumber=1,200,82,0.41,22.2826160844,24.15433058402439,-1.8717144996243888,0.0,10
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNumber=3,200,80,0.4,23.031016159225,21.4498475746875,1.581168584537501,0.6324674338150005,1
BEAR B70,rf_ucb,random_swap,5,seed,DecisionPolicy=7,200,23,0.115,23.031016159225,19.463561935869567,3.5674542233554334,0.41025723568587485,2
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNumber=4,200,31,0.155,23.031016159225,20.72661244403226,2.3044037151927412,0.3571825758548749,3
BEAR B70,rf_ucb,random_swap,5,seed,NozzleSize=0.5,200,12,0.06,23.031016159225,18.229439790416667,4.801576368808334,0.28809458212850003,4
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNozzle=1,200,12,0.06,23.031016159225,18.229439790416667,4.801576368808334,0.28809458212850003,5
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNumber=2,200,12,0.06,23.031016159225,18.229439790416667,4.801576368808334,0.28809458212850003,6
BEAR B70,rf_ucb,random_swap,5,seed,DecisionPolicy=8,200,177,0.885,23.031016159225,23.49458365717514,-0.46356749795014096,0.0,7
BEAR B70,rf_ucb,random_swap,5,seed,NozzleSize=0.75,200,188,0.94,23.031016159225,23.33749975723404,-0.3064835980090379,0.0,8
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNozzle=0,200,188,0.94,23.031016159225,23.33749975723404,-0.3064835980090379,0.0,9
BEAR B70,rf_ucb,random_swap,5,seed,PrinterNumber=1,200,77,0.385,23.031016159225,26.34983328077922,-3.3188171215542184,0.0,10
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNumber=3,200,51,0.255,26.846707870724998,24.47882603754902,2.3678818331759786,0.6038098674598745,1
BEAR B70,rf_ucb,random_swap,6,seed,NozzleSize=0.5,200,8,0.04,26.846707870724998,20.1819621725,6.664745698224998,0.26658982792899993,2
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNozzle=1,200,8,0.04,26.846707870724998,20.1819621725,6.664745698224998,0.26658982792899993,3
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNumber=2,200,8,0.04,26.846707870724998,20.1819621725,6.664745698224998,0.26658982792899993,4
BEAR B70,rf_ucb,random_swap,6,seed,DecisionPolicy=7,200,12,0.06,26.846707870724998,22.463526659999996,4.383181210725002,0.26299087264350013,5
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNumber=4,200,13,0.065,26.846707870724998,22.865877302307695,3.9808305684173035,0.25875398694712476,6
BEAR B70,rf_ucb,random_swap,6,seed,DecisionPolicy=0,200,5,0.025,26.846707870724998,30.196242683999998,-3.3495348132749996,0.0,7
BEAR B70,rf_ucb,random_swap,6,seed,DecisionPolicy=8,200,183,0.915,26.846707870724998,27.042612244836064,-0.1959043741110662,0.0,8
BEAR B70,rf_ucb,random_swap,6,seed,NozzleSize=0.75,200,192,0.96,26.846707870724998,27.12440560815104,-0.27769773742604187,0.0,9
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNozzle=0,200,192,0.96,26.846707870724998,27.12440560815104,-0.27769773742604187,0.0,10
BEAR B70,rf_ucb,random_swap,6,seed,PrinterNumber=1,200,128,0.64,26.846707870724998,28.611010499375,-1.7643026286500003,0.0,11
BEAR B70,rf_ucb,random_swap,7,seed,DecisionPolicy=7,200,24,0.12,22.3413838252,19.154564906458333,3.1868189187416682,0.38241827024900016,1
BEAR B70,rf_ucb,random_swap,7,seed,PrinterNumber=4,200,31,0.155,22.3413838252,20.47597410693548,1.8654097182645195,0.2891385063310005,2
BEAR B70,rf_ucb,random_swap,7,seed,NozzleSize=0.5,200,12,0.06,22.3413838252,17.569955260833336,4.771428564366666,0.2862857138619999,3
BEAR B70,rf_ucb,random_swap,7,seed,PrinterNozzle=1,200,12,0.06,22.3413838252,17.569955260833336,4.771428564366666,0.2862857138619999,4
BEAR B70,rf_ucb,random_swap,7,seed,PrinterNumber=2,200,12,0.06,22.3413838252,17.569955260833336,4.771428564366666,0.2862857138619999,5
BEAR B70,rf_ucb,random_swap,7,seed,PrinterNumber=3,200,87,0.435,22.3413838252,21.904900950287352,0.4364828749126488,0.18987005058700224,6
BEAR B70,rf_ucb,random_swap,7,seed,DecisionPolicy=8,200,176,0.88,22.3413838252,22.775950041392043,-0.4345662161920423,0.0,7
BEAR B70,rf_ucb,random_swap,7,seed,NozzleSize=0.75,200,188,0.94,22.3413838252,22.64594309526596,-0.3045592700659583,0.0,8
