seed,mode,round,pairs_used,label_multiset_preserved,batch_target_count,batch_target_fraction,batch_true_mean,batch_target_true_mean,candidate_target_count,mean_prediction_target,mean_prediction_non_target,mean_uncertainty_target,mean_uncertainty_non_target
9,clean,2,0,True,0,0.0,30.393340281500002,,839,5.500207842712173,15.263593180670675,1.1571319567046805,1.5031282610229875
9,clean,3,0,True,0,0.0,26.649365276999998,,839,4.902246690561852,14.736129280512351,1.0404251820902182,1.2956931080538812
9,clean,4,0,True,0,0.0,23.86585785,,839,4.029173366428832,15.144928400453953,1.1643486500231004,1.2938264411506506
9,random_swap,0,100,True,0,0.0,21.02661858975,,839,4.904474589960267,14.197060437732425,0.9655522921263572,1.2840737695114017
9,random_swap,1,100,True,0,0.0,33.78743810975,,839,6.0216839846165096,14.560509948629841,0.9959885066496266,1.1891406625747762
9,random_swap,2,100,True,0,0.0,29.274507587000006,,839,6.69237744009159,16.136367356299044,1.1182962238065954,1.4196252449727615
9,random_swap,3,100,True,0,0.0,26.532743574749997,,839,5.581627586386762,14.039340622451697,0.9878051300335216,1.2938601955535318
9,random_swap,4,100,True,0,0.0,25.179261137125003,,839,5.1893911598351545,14.732041654178243,1.1348941310812657,1.2523276500284812
9,targeted_relink,0,100,True,40,1.0,1.158402383125,1.158402383125,839,17.40039984867051,8.138466761789893,1.9343748244027101,1.0401539605943475
9,targeted_relink,1,100,True,40,1.0,8.512742425375,8.512742425375,799,7.560389742296037,2.883364455917367,2.463374451638676,2.6899486675574615
9,targeted_relink,2,100,True,18,0.45,12.440682873875,1.3928881747222221,759,10.276099852440698,12.153215709208883,3.024229416191077,3.683379340081692
9,targeted_relink,3,100,True,0,0.0,31.080233103,,741,6.24457881490015,12.37150951225214,1.8707500535114832,1.4586164471986343
9,targeted_relink,4,100,True,0,0.0,32.456378652750004,,741,6.216003081721004,11.795422587420326,1.8339477066113876,1.746365574113254
