seed,mode,model,round,rank,record_id,true_label,is_target,PrinterNozzle,NozzleSize,PrinterNumber,DecisionPolicy,axis_values
0,clean,rf_ucb,0,0,2571,23.42937333,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,1,2502,26.98398205,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,2,2528,22.22913192,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,3,2500,24.58554817,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,4,2601,14.37371086,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,5,2542,17.98891883,False,0.0,0.75,1.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=7
0,clean,rf_ucb,0,6,2642,18.54088571,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,7,2535,20.68597547,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,8,2563,19.88851799,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,9,2504,19.93402811,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,10,2567,15.09486434,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,11,2879,24.34155194,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,12,2506,24.2223799,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,13,2640,11.02962327,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,14,2517,21.20215852,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,15,2755,13.13542921,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,16,2562,21.49815727,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,17,2938,20.37283885,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,18,2669,20.3622507,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,0,19,2898,19.13302148,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,20,2507,30.06727805,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,21,2515,17.51028749,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,22,2593,23.16485693,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,23,2577,20.2959768,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,24,2573,24.66168562,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,0,25,3037,27.16821985,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,26,3733,14.27303565,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,27,2951,16.73392909,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,28,2981,12.63074998,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,29,2644,8.760804285,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,0,30,2943,27.96025128,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,31,3591,18.83319501,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,32,3636,29.90440351,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,33,2501,23.89779835,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,34,2572,18.11371498,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,0,35,2522,13.71566696,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,0,36,2634,18.0212408,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,0,37,3729,21.77968326,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,38,3621,25.5098028,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,0,39,3638,29.33234239,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,0,3626,17.95222751,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,1,3647,28.81154216,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,2,3043,16.86530361,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,3,2604,21.14912079,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,4,3618,18.20876027,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,5,2950,22.0969526,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,6,2720,15.87348363,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,7,2978,18.72516705,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,8,3512,20.47254428,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,9,3634,20.94185264,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,10,3817,18.04422366,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,11,2579,19.50628643,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,1,12,3011,12.66500538,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,13,2654,25.57170692,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,14,2910,26.75651248,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,15,2525,20.25483306,False,0.0,0.75,3.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=7
0,clean,rf_ucb,1,16,2610,18.62996047,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,1,17,2762,13.11064736,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,18,3504,26.19120344,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,19,3136,16.01855283,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,20,3579,13.21737783,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,21,3113,12.63947355,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,22,2990,11.80120753,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,23,2824,14.60408083,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,24,3120,23.29743759,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,25,2574,20.96271532,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,1,26,2543,17.2957316,False,0.0,0.75,3.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=7
0,clean,rf_ucb,1,27,2565,17.54739967,True,1.0,0.5,2.0,8.0,PrinterNozzle=1|NozzleSize=0.5|PrinterNumber=2|DecisionPolicy=8
0,clean,rf_ucb,1,28,3014,16.67337536,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,29,3529,21.18784644,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,30,2584,23.64688576,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,1,31,3641,24.05223494,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,32,3484,28.84222098,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,33,3490,32.37845078,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,34,2750,16.49107812,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,35,3521,20.69731302,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,36,3787,20.49728806,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,37,3644,26.04669244,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,38,3525,22.6115425,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,1,39,3039,11.21929655,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,0,3486,30.70557077,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,1,3609,27.89473671,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,2,3540,24.8240595,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,3,3566,29.72379051,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,4,3600,30.58785429,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,5,3629,28.35531654,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,6,2812,23.20892465,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,7,3199,22.33896248,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,8,3548,22.7534002,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,9,3658,26.44559856,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,10,2603,27.0160431,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,2,11,3556,30.96978123,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,12,3561,25.63482198,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,13,3514,21.71004535,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,14,3537,27.14720829,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,15,3564,25.12268706,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,16,3631,18.33733191,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,17,2894,21.14629585,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,18,3615,28.89256607,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,19,3559,24.9391608,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,20,2957,17.93131083,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,21,2849,18.07311599,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,22,2913,27.26233215,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,23,4013,30.45463344,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,24,2753,22.1904989,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,25,4290,33.85140278,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,26,3185,19.94467005,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,27,3510,22.07472647,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,28,3276,25.09906026,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,29,2625,22.30811501,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,2,30,4250,26.43066378,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,31,2607,31.01882078,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,2,32,2595,22.89624297,False,0.0,0.75,4.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=8
0,clean,rf_ucb,2,33,2895,15.72716249,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,34,2637,12.80707088,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,35,3960,22.06966176,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,36,4604,31.77984094,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,37,3712,18.24822297,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,2,38,2770,23.63268361,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,2,39,2552,21.42334381,False,0.0,0.75,4.0,7.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=4|DecisionPolicy=7
0,clean,rf_ucb,3,0,4038,5.959147425,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,1,3978,35.44830811,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,2,4143,31.14886867,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,3,3849,33.6896831,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,4,3967,37.01312929,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,5,3918,32.23110765,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,6,4396,28.64449969,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,7,3887,35.55272595,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,8,4184,37.72520311,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,9,3909,38.27964023,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,10,3871,36.77730804,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,11,4276,34.10754848,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,12,3841,36.50410336,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,13,4219,37.7157981,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,14,3938,28.43796794,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,15,3760,37.58379389,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,16,3868,34.30947508,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,17,4243,29.84851392,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,18,4138,30.57791461,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,19,3963,41.49401152,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,20,3987,30.11271482,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,21,3952,7.91558976,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,22,3830,33.82337983,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,23,3698,29.59407665,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,24,4199,37.73893204,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,25,3893,40.59182504,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,26,4106,30.52042153,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,27,3843,37.18802264,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,28,4282,38.53435502,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,29,4354,37.13264545,False,0.0,0.75,3.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=3|DecisionPolicy=8
0,clean,rf_ucb,3,30,3999,37.11986465,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,31,3973,38.18901074,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,32,3774,38.92579509,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,33,3502,29.57525188,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,34,4141,39.12875378,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,35,3971,41.55052048,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,36,3706,38.62380918,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,37,3996,33.1301486,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,38,3744,34.33908652,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,3,39,3859,34.02149826,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,4,0,3809,20.99242081,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
0,clean,rf_ucb,4,1,3834,19.78295167,False,0.0,0.75,1.0,8.0,PrinterNozzle=0|NozzleSize=0.75|PrinterNumber=1|DecisionPolicy=8
